/home/yingqi/assignment-2022fall/assignment3/core
/home/yingqi/assignment-2022fall/assignment3/core
:device:device((warningwarning): ): /dev/input/event/dev/input/event22 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
:device(warning): /dev/input/event2 is not readable, some features will be unavailable.
:device(warning): /dev/input/event2 is not readable, some features will be unavailable.
:device:device:device:device:device:device((((((warningwarningwarningwarningwarningwarning): ): ): ): ): ): /dev/input/event/dev/input/event/dev/input/event/dev/input/event/dev/input/event/dev/input/event222222 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
 is not readable, some features will be unavailable.
Successfully load weights from /home/yingqi/assignment-2022fall/assignment3/core/checkpoint-expert.pkl!
Generated 1000/100000 steps from the expert. Average episode reward: 125.261, success rate: 0.000
Generated 2000/100000 steps from the expert. Average episode reward: 134.237, success rate: 0.008
Generated 3000/100000 steps from the expert. Average episode reward: 141.325, success rate: 0.021
Generated 4000/100000 steps from the expert. Average episode reward: 145.590, success rate: 0.016
Generated 5000/100000 steps from the expert. Average episode reward: 149.449, success rate: 0.016
Generated 6000/100000 steps from the expert. Average episode reward: 149.283, success rate: 0.013
Generated 7000/100000 steps from the expert. Average episode reward: 152.491, success rate: 0.018
Generated 8000/100000 steps from the expert. Average episode reward: 151.658, success rate: 0.020
Generated 9000/100000 steps from the expert. Average episode reward: 152.062, success rate: 0.021
Generated 10000/100000 steps from the expert. Average episode reward: 152.424, success rate: 0.022
Generated 100000 steps from the expert. Average episode reward: 152.424, success rate: 0.022
Start training!
===== gail Training Iteration 0 =====:
  adv_mean: null
  discriminator_loss: 0.09871356191638953
  entropy: 2.6788499572338202
  episode_reward: 8.163610993210462
  frame_per_second: 694
  gail_reward: 0.0040520306628866075
  grad_norm: 0.6593647208733436
  iteration: 0
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.004550774583819871
  ratio: 0.9988638380399117
  success_rate: 0.0
  total_episodes: 16
  total_loss: -0.004550774583819871
  total_steps: 20000
  total_time: 28.779381036758423

Trainer is saved at </home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/checkpoint-iter0.pkl>. Progress is saved at </home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/progress.csv>.
===== gail Training Iteration 1 =====:
  adv_mean: null
  discriminator_loss: 0.04199393645066243
  entropy: 2.47999935058447
  episode_reward: 9.52681334728443
  frame_per_second: 668
  gail_reward: 0.0018949550732474726
  grad_norm: 1.198040015116716
  iteration: 1
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.0022569563717414172
  ratio: 1.0015666267810723
  success_rate: 0.0
  total_episodes: 47
  total_loss: -0.0022569563717414172
  total_steps: 40000
  total_time: 59.79199957847595

===== gail Training Iteration 2 =====:
  adv_mean: null
  discriminator_loss: 0.046375336083105935
  entropy: 2.2063261169653674
  episode_reward: 5.2126614004124265
  frame_per_second: 625
  gail_reward: 0.020194310643590795
  grad_norm: 0.47918264246903935
  iteration: 2
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.023835155659188062
  ratio: 1.003767124735392
  success_rate: 0.0
  total_episodes: 130
  total_loss: -0.023835155659188062
  total_steps: 60000
  total_time: 95.96771168708801

===== gail Training Iteration 3 =====:
  adv_mean: null
  discriminator_loss: 0.058533221776955406
  entropy: 1.946669923953521
  episode_reward: 1.8229823541454764
  frame_per_second: 590
  gail_reward: 0.006842290934246893
  grad_norm: 0.9292261997858683
  iteration: 3
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.007975420865039221
  ratio: 0.9993748222406094
  success_rate: 0.0
  total_episodes: 320
  total_loss: -0.007975420865039221
  total_steps: 80000
  total_time: 135.49589014053345

===== gail Training Iteration 4 =====:
  adv_mean: null
  discriminator_loss: 0.07737053973624149
  entropy: 1.6775979845951765
  episode_reward: 1.9484265147178246
  frame_per_second: 550
  gail_reward: 0.007482907737796314
  grad_norm: 0.7218457804276392
  iteration: 4
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.008469689945475414
  ratio: 0.9963716053045713
  success_rate: 0.0
  total_episodes: 678
  total_loss: -0.008469689945475414
  total_steps: 100000
  total_time: 181.6379382610321

===== gail Training Iteration 5 =====:
  adv_mean: null
  discriminator_loss: 0.10285331376899894
  entropy: 1.4694841479643797
  episode_reward: 5.51744597476644
  frame_per_second: 530
  gail_reward: 0.013348487864893217
  grad_norm: 0.8415726034305034
  iteration: 5
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.0147674575018195
  ratio: 0.999048920472463
  success_rate: 0.0
  total_episodes: 1041
  total_loss: -0.0147674575018195
  total_steps: 120000
  total_time: 226.15128707885742

===== gail Training Iteration 6 =====:
  adv_mean: null
  discriminator_loss: 0.14120959310481945
  entropy: 1.2868271170518337
  episode_reward: 10.506214885606116
  frame_per_second: 517
  gail_reward: 0.03667084564908575
  grad_norm: 0.45195566778763746
  iteration: 6
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.039954284822138454
  ratio: 1.0018312036226957
  success_rate: 0.0
  total_episodes: 1397
  total_loss: -0.039954284822138454
  total_steps: 140000
  total_time: 270.27573132514954

===== gail Training Iteration 7 =====:
  adv_mean: null
  discriminator_loss: 0.19380955900996924
  entropy: 1.1377438138692806
  episode_reward: 26.190430488990206
  frame_per_second: 517
  gail_reward: 0.03811167805718306
  grad_norm: 0.9727409051014827
  iteration: 7
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.04046500111715152
  ratio: 0.9987210331054834
  success_rate: 0.0
  total_episodes: 1654
  total_loss: -0.04046500111715152
  total_steps: 160000
  total_time: 309.0877273082733

===== gail Training Iteration 8 =====:
  adv_mean: null
  discriminator_loss: 0.22562016802720533
  entropy: 0.9980357449024152
  episode_reward: 60.59135101185341
  frame_per_second: 518
  gail_reward: 0.06781306624508057
  grad_norm: 1.3598963774167574
  iteration: 8
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.07014022497221445
  ratio: 0.9989267571614339
  success_rate: 0.0
  total_episodes: 1849
  total_loss: -0.07014022497221445
  total_steps: 180000
  total_time: 347.174204826355

===== gail Training Iteration 9 =====:
  adv_mean: null
  discriminator_loss: 0.24089684875156636
  entropy: 0.8486638027123916
  episode_reward: 42.05198654611202
  frame_per_second: 516
  gail_reward: 0.0623647441323369
  grad_norm: 0.7340045791405898
  iteration: 9
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.06412035315655745
  ratio: 0.9985646622303205
  success_rate: 0.0
  total_episodes: 2104
  total_loss: -0.06412035315655745
  total_steps: 200000
  total_time: 387.1528379917145

===== gail Training Iteration 10 =====:
  adv_mean: null
  discriminator_loss: 0.28114067522856667
  entropy: 0.7124905734490126
  episode_reward: 64.99874257413518
  frame_per_second: 516
  gail_reward: 0.07923128045140168
  grad_norm: 0.6189075876122866
  iteration: 10
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.0804221884562419
  ratio: 1.0008725470457323
  success_rate: 0.0
  total_episodes: 2325
  total_loss: -0.0804221884562419
  total_steps: 220000
  total_time: 426.21386766433716

Trainer is saved at </home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/checkpoint-iter10.pkl>. Progress is saved at </home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail/progress.csv>.
===== gail Training Iteration 11 =====:
  adv_mean: null
  discriminator_loss: 0.28584304151053613
  entropy: 0.6144471784432729
  episode_reward: 94.07584602242349
  frame_per_second: 515
  gail_reward: 0.08552354302925941
  grad_norm: 0.8809554859613761
  iteration: 11
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.08636543122239602
  ratio: 0.9995203458345854
  success_rate: 0.0
  total_episodes: 2513
  total_loss: -0.08636543122239602
  total_steps: 240000
  total_time: 465.23843240737915

===== gail Training Iteration 12 =====:
  adv_mean: null
  discriminator_loss: 0.2942223821312953
  entropy: 0.5849492237736017
  episode_reward: 99.83910742331807
  frame_per_second: 517
  gail_reward: 0.0898478369968824
  grad_norm: 0.7758105527896147
  iteration: 12
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.09007059580240494
  ratio: 1.0013569025657116
  success_rate: 0.0
  total_episodes: 2695
  total_loss: -0.09007059580240494
  total_steps: 260000
  total_time: 502.34055161476135

===== gail Training Iteration 13 =====:
  adv_mean: null
  discriminator_loss: 0.29933954771034993
  entropy: 0.508240052828422
  episode_reward: 101.47562518381696
  frame_per_second: 518
  gail_reward: 0.08749441912349983
  grad_norm: 0.8079235733701633
  iteration: 13
  log_dir: /home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-10Env-v0/gail
  policy_loss: -0.08726412434226427
  ratio: 1.0006331528608616
  success_rate: 0.0
  total_episodes: 2864
